Location,distance_f,distance_u,seed1,Year.1,team_fav,power_fav,seed2,team_under,power_under,win_home,W-L%_f,SRS_f,SOS_f,w-l%_pct_conf_f,PTS/G_f,PTSopp/G_,FG/G_f,FGA/G_f,FG%_f,3P/G_f,3PA/G_f,3P%_f,FT/G_f,FTA/G_f,ORB/G_f,TRB/G_f,AST/G_f,STL/G_f,BLK/G_f,TOV/G_f,PF/G_f,W-L%_u,SRS_u,SOS_u,w-l%_pct_conf_u,PTS/G_u,PTSopp/G_u,FG/G_u,FGA/G_u,FG%_u,3P/G_u,3PA/G_u,3P%_u,FT/G_u,FTA/G_u,ORB/G_u,TRB/G_u,AST/G_u,STL/G_u,BLK/G_u,TOV/G_u,PF/G_u
"Des Moines, IA",2,0,1,2016,Kansas,1,9,Connecticut,1,0,0.694,15.89,6.28,0.611111111,73.08333333,63.47222222,26.22222222,57.72222222,0.454,7.083333333,19.41666667,0.365,13.55555556,17.08333333,9.675,36.11111111,13.58333333,5.833333333,5.055555556,10.69444444,18.25,0.868,23.87,11.22,1,81.28947368,67.63157895,28.73684211,58.07894737,0.495,60.8,19.15789474,0.418,15.81578947,22.18421053,10.57894737,37.97368421,15.89473684,6.657894737,31.6,12.57894737,18.92105263
"Chicago, IL",0,1,1,2016,Virginia,1,4,Iowa State,1,0,0.657,16.93,10.16,0.555555556,81.77142857,75,31.05714286,61.68571429,0.503,8.371428571,21.65714286,0.387,11.28571429,16.08571429,12.05714286,35.54285714,16.48571429,6.228571429,4.057142857,11.37142857,15.48571429,0.784,22.04,11.12,1,70.97297297,60.05405405,26.05405405,53.08108108,0.491,28,15.05405405,0.402,12.81081081,17.02702703,8.72972973,32.13513514,14.89189189,5.378378378,14.875,9.324324324,16.10810811
"Anaheim, CA",2,1,1,2016,Oregon,1,4,Duke,1,0,0.694,19.23,10.59,0.611111111,81.11111111,72.47222222,27.30555556,59.33333333,0.46,9.111111111,23.63888889,0.385,17.38888889,24.05555556,11.83333333,36,13.27777778,6.277777778,4.277777778,9.833333333,16.75,0.816,18.05,8.64,1,78.68421053,68.78947368,27.39473684,58.68421053,0.467,37.14285714,19.94736842,0.343,17.05263158,23.84210526,11.63157895,36.36842105,13.60526316,7.236842105,31.57142857,11.34210526,17.76315789
"Philadelphia, PA",1,1,1,2016,North Carolina,1,5,Indiana,1,0,0.771,19.59,6.9,0.833333333,82.6,69.91428571,29.17142857,58.11428571,0.502,9.857142857,23.74285714,0.415,14.4,19.65714286,11.82857143,36.8,16,6.828571429,3.914285714,13.54285714,18.48571429,0.825,23.44,10.69,0.9375,82.775,70.025,30.875,64,0.482,32,17.125,0.327,15.425,20.65,14.2,40.6,17.7,6.725,25.28571429,10.775,17.95
"Louisville, KY",1,1,1,2016,Kansas,1,5,Maryland,1,0,0.75,16.71,8.31,0.666666667,75.69444444,66.66666667,26.19444444,53.91666667,0.486,7.416666667,20.52777778,0.361,15.88888889,20.69444444,8.861111111,35.77777778,13.55555556,5.833333333,5.388888889,12.72222222,16.80555556,0.868,23.87,11.22,1,81.28947368,67.63157895,28.73684211,58.07894737,0.495,60.8,19.15789474,0.418,15.81578947,22.18421053,10.57894737,37.97368421,15.89473684,6.657894737,31.6,12.57894737,18.92105263
"Raleigh, NC",1,0,1,2016,North Carolina,1,16,Florida Gulf Coast,1,0,0.6,-0.79,-3.82,0.571428571,77.22857143,70.65714286,28.8,60.17142857,0.479,5.314285714,15.05714286,0.353,14.31428571,22.22857143,11.13513514,40.62857143,13.8,6.571428571,4.028571429,12.51428571,19.25714286,0.825,23.44,10.69,0.9375,82.775,70.025,30.875,64,0.482,32,17.125,0.327,15.425,20.65,14.2,40.6,17.7,6.725,25.28571429,10.775,17.95
"Des Moines, IA",1,0,1,2016,Kansas,1,16,Austin Peay,1,1,0.5,-6.04,-2.98,0.4375,76.11111111,76.80555556,26.25,56.91666667,0.461,6.194444444,17.91666667,0.346,17.41666667,26,11.72222222,36.83333333,13.30555556,6.944444444,2.805555556,13.94444444,17.58333333,0.868,23.87,11.22,1,81.28947368,67.63157895,28.73684211,58.07894737,0.495,60.8,19.15789474,0.418,15.81578947,22.18421053,10.57894737,37.97368421,15.89473684,6.657894737,31.6,12.57894737,18.92105263
"Raleigh, NC",0,0,1,2016,Virginia,1,16,Hampton,1,0,0.656,-8.74,-8.45,0.8125,73.84375,74.0625,25.3125,61.46875,0.412,6.4375,21.1875,0.304,16.78125,25.46875,13.96875,41.3125,11.90625,5.28125,3.65625,13.75,20.28125,0.784,22.04,11.12,1,70.97297297,60.05405405,26.05405405,53.08108108,0.491,28,15.05405405,0.402,12.81081081,17.02702703,8.72972973,32.13513514,14.89189189,5.378378378,14.875,9.324324324,16.10810811
"Spokane, WA",2,0,1,2016,Oregon,1,16,Holy Cross,1,0,0.429,-11.2,-6.11,0.277777778,64.77142857,69.85714286,22.14285714,53.68571429,0.412,7.171428571,21.97142857,0.326,13.31428571,19.37142857,7.971428571,30.05714286,13.71428571,6.257142857,2.457142857,11.02857143,16.71428571,0.816,18.05,8.64,1,78.68421053,68.78947368,27.39473684,58.68421053,0.467,37.14285714,19.94736842,0.343,17.05263158,23.84210526,11.63157895,36.36842105,13.60526316,7.236842105,31.57142857,11.34210526,17.76315789
"St. Louis, MO",0,1,2,2016,Xavier,0,7,Wisconsin,1,0,0.824,18.58,8.43,0.9375,80.5,70.35294118,27.29411765,60.41176471,0.452,42.5,20.64705882,0.363,18.41176471,25.20588235,12.82352941,40.79411765,16.11764706,7.235294118,16.83333333,12.61764706,19.94117647,0.629,13.4,9.4,0.666666667,67.8,63.8,23.31428571,54.77142857,0.426,6.542857143,18.74285714,0.349,14.62857143,20.8,12.43243243,35.08571429,11.42857143,5.857142857,3.257142857,11.02857143,16.8
"St. Louis, MO",0,2,2,2016,Xavier,0,15,Weber State,0,1,0.824,18.58,8.43,0.9375,80.5,70.35294118,27.29411765,60.41176471,0.452,42.5,20.64705882,0.363,18.41176471,25.20588235,12.82352941,40.79411765,16.11764706,7.235294118,16.83333333,12.61764706,19.94117647,0.743,0.18,-5.13,0.833333333,76.05714286,66.97142857,25.94285714,53.85714286,0.482,8.314285714,22.42857143,0.371,15.85714286,23.45714286,8.571428571,37.02857143,13.62857143,5,3.4,13.2,17.45714286
"Oklahoma City, OK",0,2,2,2016,Oklahoma,1,10,Virginia Commonwealth,0,1,0.784,19.76,11.14,0.933333333,79.67567568,71.05405405,27.51351351,60.13513514,0.458,47.75,24.48648649,0.422,14.32432432,19.83783784,11,38.32432432,14.51351351,6.675675676,23.5,13.08108108,17.02702703,0.694,13.83,4.35,0.777777778,77.25,67.77777778,28.05555556,62.16666667,0.451,7.277777778,20.69444444,0.352,13.86111111,20.02777778,13.30555556,37.41666667,14.30555556,8.583333333,3.75,11.25,19.61111111
"Anaheim, CA",2,2,2,2016,Oklahoma,1,3,Texas A&M,1,1,0.784,19.76,11.14,0.933333333,79.67567568,71.05405405,27.51351351,60.13513514,0.458,47.75,24.48648649,0.422,14.32432432,19.83783784,11,38.32432432,14.51351351,6.675675676,23.5,13.08108108,17.02702703,0.757,18.45,8.45,0.722222222,76.43243243,66.43243243,26.78378378,59.67567568,0.449,7.594594595,22.27027027,0.341,15.27027027,22.72972973,12.43243243,39.48648649,16.54054054,7.027027027,3.594594595,11.72972973,18.05405405
"Brooklyn, NY",0,1,2,2016,Villanova,1,15,North Carolina-Asheville,0,1,0.875,24.08,9.71,0.9375,77.95,63.575,27.15,56.175,0.483,69.4,23.975,0.362,14.975,19.15,8.775,34.625,15.925,7.05,27.2,11,17.025,0.647,1.1,-3.25,0.666666667,75.05882353,68.02941176,26.41176471,58.02941176,0.455,5.735294118,17.73529412,0.323,16.5,23.76470588,11.64705882,37.58823529,12.41176471,9.176470588,3.294117647,13.05882353,17.26470588
"St. Louis, MO",0,1,2,2016,Michigan State,1,15,Middle Tennessee,0,0,0.714,2.66,-0.7,0.722222222,72.54285714,68.85714286,25.97142857,57.85714286,0.449,7.971428571,20.45714286,0.39,12.62857143,20.51428571,9.861111111,36.65714286,13,6.142857143,3.514285714,11.97142857,20,0.829,22.59,6.94,0.875,79.8,64.14285714,28.82857143,59.37142857,0.486,53.5,21.11428571,0.434,12.97142857,17.8,11.85714286,41.54285714,20.54285714,4.457142857,29.5,11.6,19.17142857
"Oklahoma City, OK",2,0,2,2016,Oklahoma,1,15,Cal State Bakersfield,1,1,0.727,2.58,-5.15,0.785714286,72.87878788,63.75757576,26.51515152,58.75757576,0.451,5.424242424,15.87878788,0.342,14.42424242,22,12.54545455,38.27272727,15.63636364,7.96969697,5,12.27272727,21.42424242,0.784,19.76,11.14,0.933333333,79.67567568,71.05405405,27.51351351,60.13513514,0.458,47.75,24.48648649,0.422,14.32432432,19.83783784,11,38.32432432,14.51351351,6.675675676,23.5,13.08108108,17.02702703
"Brooklyn, NY",2,0,2,2016,Villanova,1,7,Iowa,1,1,0.667,17.01,8.71,0.666666667,77.60606061,69.3030303,27.45454545,61.42424242,0.447,8.151515152,21.78787879,0.374,14.54545455,20.27272727,13.54545455,38.09090909,15.84848485,6.757575758,4.727272727,10.27272727,16.3030303,0.875,24.08,9.71,0.9375,77.95,63.575,27.15,56.175,0.483,69.4,23.975,0.362,14.975,19.15,8.775,34.625,15.925,7.05,27.2,11,17.025
"Louisville, KY",2,0,2,2016,Villanova,1,3,Miami (FL),1,1,0.771,18.52,10.69,0.722222222,75.22857143,67.4,25.91428571,54.14285714,0.479,6.885714286,18.37142857,0.375,16.51428571,22.05714286,9.428571429,34.48571429,12.51428571,6.142857143,3.628571429,10.94285714,16.6,0.875,24.08,9.71,0.9375,77.95,63.575,27.15,56.175,0.483,69.4,23.975,0.362,14.975,19.15,8.775,34.625,15.925,7.05,27.2,11,17.025
"Providence, RI",2,1,3,2016,Miami (FL),1,11,Wichita State,0,1,0.771,18.52,10.69,0.9375,75.22857143,67.4,25.91428571,54.14285714,0.479,30.125,18.37142857,0.375,16.51428571,22.05714286,9.428571429,34.48571429,12.51428571,6.142857143,15.875,10.94285714,16.6,0.743,17.39,4.24,0.888888889,72.42857143,59.02857143,24.77142857,57.8,0.429,7.142857143,22.02857143,0.324,15.74285714,21.94285714,13.12820513,37.28571429,13.97142857,7.285714286,3.571428571,9.885714286,20.14285714
"Brooklyn, NY",0,0,3,2016,West Virginia,1,14,Stephen F. Austin,0,0,0.743,21.61,9.78,0.866666667,78.54285714,66.71428571,26.94285714,60.05714286,0.449,23.22222222,18.37142857,0.325,18.68571429,27.77142857,15.94285714,39.42857143,14.57142857,9.8,10.33333333,14.22857143,23.4,0.824,9.23,-5.47,1,80.23529412,63.32352941,28.58823529,59.76470588,0.478,7.911764706,21.79411765,0.363,15.14705882,20.61764706,11.91176471,34.94117647,18.67647059,9.117647059,3.588235294,12.08823529,20.58823529
"Oklahoma City, OK",0,1,3,2016,Texas A&M,1,11,Northern Iowa,0,1,0.757,18.45,8.45,0.944444444,76.43243243,66.43243243,26.78378378,59.67567568,0.449,31.22222222,22.27027027,0.341,15.27027027,22.72972973,12.43243243,39.48648649,16.54054054,7.027027027,14.77777778,11.72972973,18.05405405,0.639,8.78,4.44,0.611111111,68.75,63.97222222,23.58333333,51.77777778,0.455,8.277777778,22.11111111,0.374,13.30555556,17.58333333,7.285714286,30.30555556,11.91666667,5.666666667,2.611111111,9.916666667,15.55555556
"Denver, CO",2,1,3,2016,Utah,0,11,Gonzaga,0,0,0.778,16.92,4.23,0.833333333,78.88888889,65.55555556,28.08333333,57.80555556,0.486,7.805555556,20.5,0.381,14.91666667,19.66666667,10.61111111,39.61111111,13.91666667,5.111111111,3.083333333,11.61111111,17.30555556,0.75,15.5,8.79,0.941176471,77.16666667,69.5,27.13888889,55.55555556,0.489,30.33333333,20.72222222,0.366,15.30555556,21.22222222,9.638888889,37.08333333,15.47222222,5.527777778,16.55555556,12.52777778,15.25
"Providence, RI",1,2,3,2016,Miami (FL),1,14,Buffalo,1,1,0.571,1.34,0.9,0.555555556,77.4,75.25714286,26.14285714,59.88571429,0.437,7.514285714,22.17142857,0.339,17.6,24.77142857,12.14285714,38.94285714,12.6,6.857142857,3.542857143,13.57142857,21.37142857,0.771,18.52,10.69,0.9375,75.22857143,67.4,25.91428571,54.14285714,0.479,30.125,18.37142857,0.375,16.51428571,22.05714286,9.428571429,34.48571429,12.51428571,6.142857143,15.875,10.94285714,16.6
"Denver, CO",2,1,3,2016,Utah,0,14,Fresno State,1,1,0.714,5.27,2.24,0.722222222,75.14285714,70.71428571,26.45714286,60.74285714,0.436,6.257142857,18.22857143,0.343,15.97142857,23,11.68571429,36.94285714,13.31428571,8.428571429,3.942857143,10.8,21.82857143,0.75,15.5,8.79,0.941176471,77.16666667,69.5,27.13888889,55.55555556,0.489,30.33333333,20.72222222,0.366,15.30555556,21.22222222,9.638888889,37.08333333,15.47222222,5.527777778,16.55555556,12.52777778,15.25
"Oklahoma City, OK",2,0,3,2016,Texas A&M,1,14,Green Bay,1,1,0.639,1.16,-0.67,0.611111111,83.69444444,80,29.11111111,65.27777778,0.446,7.083333333,20.27777778,0.349,18.38888889,27.97222222,12.72222222,38.47222222,13.91666667,9.944444444,4.611111111,12.25,20.11111111,0.757,18.45,8.45,0.944444444,76.43243243,66.43243243,26.78378378,59.67567568,0.449,31.22222222,22.27027027,0.341,15.27027027,22.72972973,12.43243243,39.48648649,16.54054054,7.027027027,14.77777778,11.72972973,18.05405405
"Providence, RI",1,0,4,2016,Duke,1,12,Yale,0,1,0.694,19.23,10.59,0.833333333,81.11111111,72.47222222,27.30555556,59.33333333,0.46,29.81818182,23.63888889,0.385,17.38888889,24.05555556,11.83333333,36,13.27777778,6.277777778,14,9.833333333,16.75,0.767,9.08,-1.03,0.928571429,74.93333333,63.8,26.5,56.43333333,0.47,6.333333333,17.43333333,0.363,15.6,23.3,13.56666667,40.26666667,15.06666667,5.666666667,4.566666667,13.26666667,17.66666667
"Des Moines, IA",1,2,4,2016,Kentucky,1,13,Stony Brook,0,1,0.75,20.23,8.84,1,79.47222222,68.08333333,28.55555556,59.69444444,0.478,27.11111111,18.5,0.366,15.58333333,22.58333333,12.52777778,38.75,14.22222222,5.722222222,23,10.80555556,20.41666667,0.788,3.75,-5.28,0.875,76.21212121,64.09090909,28.27272727,60.36363636,0.468,6.666666667,18.12121212,0.368,13,19.3030303,12.87878788,39.75757576,16.39393939,6.181818182,4.545454545,11.48484848,15.84848485
"Providence, RI",1,1,4,2016,Duke,1,13,North Carolina-Wilmington,0,1,0.694,19.23,10.59,0.833333333,81.11111111,72.47222222,27.30555556,59.33333333,0.46,29.81818182,23.63888889,0.385,17.38888889,24.05555556,11.83333333,36,13.27777778,6.277777778,14,9.833333333,16.75,0.758,6.25,0.35,0.777777778,79.39393939,72.09090909,28.12121212,61.78787879,0.455,6.96969697,20.51515152,0.34,16.18181818,23.03030303,12.03030303,37.48484848,13.27272727,7.454545455,4.333333333,11.33333333,24.03030303
"Spokane, WA",2,1,4,2016,California,1,13,Hawaii,0,0,0.824,9.03,-1.04,0.8125,77.05882353,66.67647059,26.26470588,57.23529412,0.459,6.970588235,21.67647059,0.322,17.55882353,25.67647059,10.58823529,37.35294118,15.44117647,7.558823529,3.647058824,13.02941176,20.44117647,0.676,15.39,7.87,1,74.85294118,67.32352941,26.17647059,56.79411765,0.461,21.45454545,19.14705882,0.363,15.55882353,23.70588235,11.35294118,39.67647059,12.64705882,4.088235294,14.45454545,12.32352941,20.76470588
"Des Moines, IA",0,1,4,2016,Kentucky,1,5,Indiana,1,0,0.771,19.59,6.9,0.833333333,82.6,69.91428571,29.17142857,58.11428571,0.502,9.857142857,23.74285714,0.415,14.4,19.65714286,11.82857143,36.8,16,6.828571429,3.914285714,13.54285714,18.48571429,0.75,20.23,8.84,1,79.47222222,68.08333333,28.55555556,59.69444444,0.478,27.11111111,18.5,0.366,15.58333333,22.58333333,12.52777778,38.75,14.22222222,5.722222222,23,10.80555556,20.41666667
"Denver, CO",2,1,4,2016,Iowa State,1,13,Iona,1,1,0.667,3.59,-1.78,0.8,79.63636364,74.27272727,27.84848485,60.93939394,0.457,9.909090909,26.78787879,0.37,14.03030303,19.72727273,9.657142857,36.90909091,16.6969697,7.515151515,4.090909091,12.78787879,19.45454545,0.657,16.93,10.16,0.875,81.77142857,75,31.05714286,61.68571429,0.503,24.41666667,21.65714286,0.387,11.28571429,16.08571429,8.685714286,35.54285714,16.48571429,6.228571429,11.83333333,11.37142857,15.48571429
"Denver, CO",2,1,4,2016,Iowa State,1,12,Arkansas-Little Rock,1,1,0.857,7.12,-1.76,0.85,71.05714286,60.82857143,25.31428571,55.94285714,0.453,7.6,19.8,0.384,12.82857143,17.6,9,34.14285714,12.88571429,6.571428571,3.028571429,10.14285714,18.28571429,0.657,16.93,10.16,0.875,81.77142857,75,31.05714286,61.68571429,0.503,24.41666667,21.65714286,0.387,11.28571429,16.08571429,8.685714286,35.54285714,16.48571429,6.228571429,11.83333333,11.37142857,15.48571429
"Providence, RI",2,0,5,2016,Baylor,1,12,Yale,0,0,0.647,16.13,9.76,0.75,77.08823529,69.58823529,27.44117647,58.91176471,0.466,17.5,16.82352941,0.367,16.02941176,22.11764706,13.73529412,37.26470588,17.73529412,7.911764706,11.25,12.70588235,19.41176471,0.767,9.08,-1.03,0.928571429,74.93333333,63.8,26.5,56.43333333,0.47,6.333333333,17.43333333,0.363,15.6,23.3,13.56666667,40.26666667,15.06666667,5.666666667,4.566666667,13.26666667,17.66666667
"Spokane, WA",2,2,5,2016,Maryland,1,12,South Dakota State,0,1,0.75,16.71,8.31,0.941176471,75.69444444,66.66666667,26.19444444,53.91666667,0.486,29.66666667,20.52777778,0.361,15.88888889,20.69444444,8.861111111,35.77777778,13.55555556,5.833333333,21.55555556,12.72222222,16.80555556,0.765,5.44,-1.22,0.75,76.20588235,68.11764706,25.79411765,57.35294118,0.45,7.5,21.02941176,0.357,17.11764706,23.02941176,9.457142857,37.61764706,11.20588235,4.970588235,2.470588235,11.73529412,19.70588235
"Denver, CO",2,1,5,2016,Purdue,1,12,Arkansas-Little Rock,0,0,0.857,7.12,-1.76,0.85,71.05714286,60.82857143,25.31428571,55.94285714,0.453,7.6,19.8,0.384,12.82857143,17.6,9,34.14285714,12.88571429,6.571428571,3.028571429,10.14285714,18.28571429,0.743,20.17,7.46,0.944444444,77.88571429,65.17142857,27.42857143,58.34285714,0.47,29.77777778,20.88571429,0.367,15.37142857,20.65714286,11.42857143,41.22857143,17.57142857,4.2,18.33333333,11.97142857,17.34285714
"Spokane, WA",2,2,5,2016,Maryland,1,13,Hawaii,1,1,0.824,9.03,-1.04,0.8125,77.05882353,66.67647059,26.26470588,57.23529412,0.459,6.970588235,21.67647059,0.322,17.55882353,25.67647059,10.58823529,37.35294118,15.44117647,7.558823529,3.647058824,13.02941176,20.44117647,0.75,16.71,8.31,0.941176471,75.69444444,66.66666667,26.19444444,53.91666667,0.486,29.66666667,20.52777778,0.361,15.88888889,20.69444444,8.861111111,35.77777778,13.55555556,5.833333333,21.55555556,12.72222222,16.80555556
"Des Moines, IA",1,1,5,2016,Indiana,1,12,Chattanooga,1,1,0.829,3.24,-3.46,0.833333333,75.77142857,67.54285714,25.62857143,56.08571429,0.457,7.485714286,20.82857143,0.359,17.02857143,23.17142857,10.88571429,35.45714286,14.4,7.771428571,4.714285714,12.48571429,17.02857143,0.771,19.59,6.9,1,82.6,69.91428571,29.17142857,58.11428571,0.502,43.125,23.74285714,0.415,14.4,19.65714286,11.82857143,36.8,16,6.828571429,17.125,13.54285714,18.48571429
"Providence, RI",2,1,6,2016,Arizona,1,11,Wichita State,0,0,0.735,18.79,7.23,0.944444444,80.44117647,68.88235294,27.82352941,57.94117647,0.48,24.55555556,17.05882353,0.381,18.29411765,25.38235294,11.58823529,40.23529412,14.26470588,4.823529412,17.88888889,13,18.26470588,0.743,17.39,4.24,0.888888889,72.42857143,59.02857143,24.77142857,57.8,0.429,7.142857143,22.02857143,0.324,15.74285714,21.94285714,11.85714286,37.28571429,13.97142857,7.285714286,3.571428571,9.885714286,20.14285714
"Brooklyn, NY",1,2,6,2016,Notre Dame,1,14,Stephen F. Austin,0,1,0.667,14.1,9.57,0.875,75.11111111,70.58333333,27,56.72222222,0.476,21.83333333,19.44444444,0.374,13.83333333,18.63888889,10.58333333,35.13888889,13.33333333,5.472222222,11.91666667,9.972222222,15.11111111,0.824,9.23,-5.47,1,80.23529412,63.32352941,28.58823529,59.76470588,0.478,7.911764706,21.79411765,0.363,15.14705882,20.61764706,11.91176471,34.94117647,18.67647059,9.117647059,3.588235294,12.08823529,20.58823529
"Oklahoma City, OK",0,1,6,2016,Texas,1,11,Northern Iowa,0,0,0.606,14.8,11.71,0.823529412,71.36363636,68.27272727,24.66666667,57.09090909,0.432,17.84615385,20.63636364,0.341,15,22.51515152,11,34.51515152,11.42424242,5.060606061,11.07692308,10.33333333,20.84848485,0.639,8.78,4.44,0.611111111,68.75,63.97222222,23.58333333,51.77777778,0.455,8.277777778,22.11111111,0.374,13.30555556,17.58333333,5.416666667,30.30555556,11.91666667,5.666666667,2.611111111,9.916666667,15.55555556
"Denver, CO",2,2,6,2016,Seton Hall,1,11,Gonzaga,0,0,0.778,16.92,4.23,0.833333333,78.88888889,65.55555556,28.08333333,57.80555556,0.486,7.805555556,20.5,0.381,14.91666667,19.66666667,10.61111111,39.61111111,13.91666667,5.111111111,3.083333333,11.61111111,17.30555556,0.735,14.66,8.28,0.8125,74.17647059,67.79411765,26.23529412,58.79411765,0.446,22.88888889,17.47058824,0.347,15.64705882,23.76470588,12.88235294,39.85294118,13.38235294,7.382352941,17.22222222,13.79411765,18.70588235
"Brooklyn, NY",1,1,6,2016,Notre Dame,1,11,Michigan,1,1,0.639,13.75,7.92,0.555555556,73.77777778,67.38888889,26.30555556,56.88888889,0.462,9.5,25.02777778,0.38,11.66666667,15.80555556,10.66666667,32,14.91666667,5.638888889,2.25,9.666666667,15.5,544,544,544,0.5,15.11111111,15.11111111,15.11111111,15.11111111,544,1,15.11111111,544,15.11111111,15.11111111,15.11111111,15.11111111,15.11111111,15.11111111,1,15.11111111,15.11111111
"Oklahoma City, OK",2,2,7,2016,Oregon State,1,10,Virginia Commonwealth,0,0,0.594,10.39,9.26,0.8,71.90625,70.125,25.34375,57.59375,0.44,16.76923077,18.34375,0.371,14.40625,21.46875,10.53125,34.4375,13.5,7.375,8.153846154,11.28125,20.0625,0.694,13.83,4.35,0.777777778,77.25,67.77777778,28.05555556,62.16666667,0.451,7.277777778,20.69444444,0.352,13.86111111,20.02777778,12.08333333,37.41666667,14.30555556,8.583333333,3.75,11.25,19.61111111
"Brooklyn, NY",2,0,7,2016,Iowa,1,10,Temple,0,1,0.667,17.01,8.71,0.866666667,77.60606061,69.3030303,27.45454545,61.42424242,0.447,24.45454545,21.78787879,0.374,14.54545455,20.27272727,11.87878788,38.09090909,15.84848485,6.757575758,14.18181818,10.27272727,16.3030303,0.636,7.69,6.57,0.777777778,68.6969697,67.57575758,24.90909091,61.24242424,0.407,7.727272727,22.93939394,0.337,11.15151515,16.3030303,11.24242424,37.12121212,13.48484848,5.242424242,3.121212121,9.242424242,16.21212121
"St. Louis, MO",0,1,7,2016,Dayton,0,10,Syracuse,1,0,0.758,11.34,4.76,0.823529412,72.51515152,65.93939394,25.33333333,55.63636364,0.455,27.625,19.48484848,0.344,15.15151515,22.6969697,9.909090909,38.33333333,14.54545455,5.939393939,18.125,12.93939394,18.96969697,0.622,14.62,9.75,0.5,69.97297297,65.10810811,23.89189189,56.21621622,0.425,8.513513514,23.67567568,0.36,13.67567568,19.89189189,12.02702703,35.64864865,13.32432432,8.108108108,4.378378378,11.89189189,16.16216216
"St. Louis, MO",0,1,7,2016,Wisconsin,1,10,Pittsburgh,1,1,0.629,13.4,9.4,0.722222222,67.8,63.8,23.31428571,54.77142857,0.426,17.61538462,18.74285714,0.349,14.62857143,20.8,11.37142857,35.08571429,11.42857143,5.857142857,8.769230769,11.02857143,16.8,0.636,15.47,8.75,0.5,75.03030303,67.27272727,26.60606061,58.15151515,0.458,6.181818182,17.84848485,0.346,15.63636364,20.78787879,12,38.09090909,16.57575758,4.909090909,3.666666667,11.63636364,17.60606061
